OK,683,11,744,683,2014-08-01T07:55:00,0,20746468,210067
OK,683,11,744,683,2014-08-01T08:00:00,0,20746799,210067
OK,683,11,744,683,2014-08-01T08:05:00,0,20747248,210067
OK,683,11,744,683,2014-08-01T08:10:00,0,20747621,210068
OK,683,11,744,683,2014-08-01T08:15:00,0,20748070,210068
OK,683,11,744,683,2014-08-01T08:20:00,0,20748519,210068
OK,683,11,744,683,2014-08-01T08:25:00,0,20748968,210069
OK,683,11,744,683,2014-08-01T08:30:00,0,20749417,210069
OK,683,11,744,683,2014-08-01T08:35:00,0,20749866,210069
OK,683,11,744,683,2014-08-01T08:40:00,0,20750315,210069
